0,,"――そうですか、残念です
ではせめてこれをお持ち下さい","Oh, I see. That's too bad. Well, please at least
take this with you.",ui\00_message\npc\base\n9011.gmd,\npc\n9011.arc,n9011.arc,1,,,,,,,,,
0,,"さあ、竜の礎の傍にいるアイザックを訪ね
すぐさま準備にとりかかってくれ","Vá até Isaac, perto do Pilar do Dragão,
e comece os preparativos.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,3,,,,,,,,,
0,,"ジョゼフの爺さんも人使いが荒いよな、まったく
お互い苦労するじゃないか、なぁ――","O velho Joseph exige muito, não?
Nós dois sofremos com isso, hein?",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,4,,,,,,,,,
0,,"さて、と――
今回の任務も魔物の調査だな
準備ができたらすぐに向かってくれ","Muito bem...
A missão desta vez
também é investigar monstros.
Vá assim que estiver pronto.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,5,,,,,,,,,
0,,"今回のヤツは相当危険な相手みたいだぜ
くれぐれも気を付けるんだな","Dizem que este é
um inimigo bem perigoso.
Tome muito cuidado.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,6,,,,,,,,,
0,,"新たなコンテンツ《蠢きし影》が
解放されました
ジョゼフからクエストを受注してみましょう","Novo conteúdo 'Sombra Palpitante'
foi liberado.
Fale com Joseph para aceitar.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,7,,,,,,,,,
0,,"例の島に出現した魔物の調査を手伝っているが
かなりの強敵らしい
まぁ、簡単に倒すことはできないだろうな――","Estou ajudando a investigar
o monstro daquela ilha.
Parece ser bem forte...
Derrotá-lo não será fácil.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,0,,,,,,,,,
0,,"手始めに、こちらも強敵に対抗するための
強い武器を作らねばならないようだ","Primeiro, teremos que criar
armas poderosas para
enfrentar tal inimigo.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,1,,,,,,,,,
0,,"準備はいいか？
まず手始めに、最近各地で発見されている
新たなダンジョンの調査をしてもらいたい","Pronto para começar?
Quero que investigue
novas masmorras descobertas
recentemente.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,2,,,,,,,,,
0,,"これまでの任務で
もしかしたらすでに見つけているかもな","Talvez já tenha encontrado
alguma delas antes.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,3,,,,,,,,,
0,,"ここから最も近い調査地に
《アーク　裏層》という場所がある
そこへ行くための詳細はテル村のアルフレドから聞け","O local mais próximo é
'Ark - Subcamada'.
Fale com Alfredo, na vila Tel,
para saber como chegar.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,4,,,,,,,,,
0,,"そして、《アーク　裏層》へ行ったら
そこの最奥にある宝箱を調査してくるんだ
わかったな","No 'Ark - Subcamada',
investigue o baú no fundo
e volte. Entendido?",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,5,,,,,,,,,
0,,"いいか、目的は《アーク　裏層》へ行って
そこの最奥にある宝箱を調査する――
それだけだ、簡単だろう","O objetivo é ir ao
'Ark - Subcamada' e investigar
o baú final. Simples.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,6,,,,,,,,,
0,,"アークの裏層へ行く方法を確認するためには
まずテル村のアルフレドを訪ねるといいだろう","Para saber como entrar
no Ark - Subcamada,
fale com Alfredo, em Tel.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,7,,,,,,,,,
0,,"ふむ、《アーク　裏層》か――
成程、確かにこのエリアで
新たに発見されたダンジョンだ","Hmm, 'Ark - Subcamada'...
De fato, é uma nova masmorra
descoberta nesta área.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,8,,,,,,,,,
0,,"以前、貴君に調査してきてもらった
《アーク》の裏側に見つかった新たな入口を
そう呼んでいるな","O nome vem de uma nova entrada
achada no lado oculto
do Ark que já investigou.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,9,,,,,,,,,
0,,"だが、何らかの罠という可能性もある場所だ――
よって、一定の実力を持った覚者にのみ
封鎖を解放することにしているのだ","Mas pode ser uma armadilha.
Por isso, só Arisen fortes
têm acesso liberado.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,10,,,,,,,,,
0,,"もし、貴君のハイデル平原への貢献度が
ランク13以下であれば、まずはこのエリアでの
働きで、その力を証明してみて欲しい","Se sua reputação em
Heidel Plains for menor que 13,
prove sua força nesta área.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,11,,,,,,,,,
0,,"ランク13以上であれば
すでに封鎖は解かれているはずだ
わたしに遠慮することなく
いつでも内部を調査してくれて構わない","Se for rank 13 ou mais,
o acesso já está liberado.
Entre e investigue à vontade.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,12,,,,,,,,,
0,,"《アーク　裏層》は
このハイデル平原への貢献度がランク１３以上の
実力を持つ覚者にのみ解放しているのだ","O 'Ark - Subcamada'
só é aberto a Arisen
com rank 13 ou mais em Heidel.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,13,,,,,,,,,
0,,"解放を果たしたら、地図で場所を
確認して向かうといい
何らかの罠である可能性もある得体の知れない場所だ
十分に注意して向かってくれ","Se liberar o acesso,
confira o mapa e vá.
Pode haver armadilhas,
então vá com cautela.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,14,,,,,,,,,
0,,"ほう、《アーク　裏層》へは無事に行けたのか
なるほど――
では、次は最奥の宝箱を目指すんだ","Oh, conseguiu chegar
ao 'Ark - Subcamada'.
Agora vá até o baú final.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,15,,,,,,,,,
0,,"宝箱の調査が終わったら
また俺に声をかけてくれ","Depois de investigar o baú,
volte a falar comigo.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,16,,,,,,,,,
0,,"最奥の宝箱まで辿り着いたのか
お前、探検家の才能もあるんじゃないか？
覚者としてやっていく自信がなくなったら
各地を旅して回るといい","Chegou ao baú final?
Talvez tenha talento
como explorador.
Se cansar de ser Arisen,
viaje pelo mundo.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,17,,,,,,,,,
0,,"冗談はおいておくとして
今後の任務を伝えておこう
――簡単に言うと、この調子で
他のダンジョンの宝箱も調査しろってことだ","Brincadeiras à parte,
a próxima missão é simples:
continue investigando
os baús de outras masmorras.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,18,,,,,,,,,
0,,"そうやって集めた素材で武器を強化すれば
例の強敵とも互角に戦えるかもしれないってな
神殿の爺さんが考えそうな地道な策だろ――","Com os materiais coletados,
reforce suas armas.
Assim poderá enfrentar
aquele inimigo forte.
Coisa típica do velho do templo.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,19,,,,,,,,,
0,,"今回俺が紹介した《アーク　裏層》以外にも
各地のエリアランクを上げることで
解放されるダンジョンは多い
エリア情報のチェックも怠るなよ","Além do 'Ark - Subcamada',
há muitas masmorras
liberadas ao subir o rank
das áreas. Fique atento.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,20,,,,,,,,,
0,,"次回はさらに難易度の高いダンジョンの
調査依頼が来るだろう
くれぐれも準備をしっかりとして
時が来たと思えばまた俺に話しかけてくれ","Na próxima, a missão
será mais difícil.
Prepare-se bem e,
quando achar que é hora,
fale comigo.",ui\00_message\quest\q60200012.gmd,\quest\q60200012.arc,q60200012.arc,21,,,,,,,,,
0,,"そういえば覚者さま、お聞きになりましたか？","A propósito, Arisen, ficou sabendo da novidade?",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,0,,,,,,,,,
0,,"なんでも、腕利き覚者の皆さんに向けた
新たな鍛錬の場が用意されたとか","Dizem que criaram um novo campo de treino 
para os Arisen mais habilidosos.",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,1,,,,,,,,,
0,,"でも、私もまだ聞いたばかりなので
まだ詳しい事は知らないんです","Mas eu também soube há pouco,
então não sei muitos detalhes.",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,2,,,,,,,,,
0,,"宿場区の酒場にいる
吟遊詩人のシーベルさんがご存じらしいので
ぜひお話を聞いてあげてくださいね！","O bardo Siebel, na taverna do distrito, 
parece saber mais. Fale com ele!",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,3,,,,,,,,,
0,,"おぉ～　よくぞ来てくださいました！
数々の戦いを潜り抜けてきた
覚者の中の覚者さま！","Ohh, que bom que veio!
Arisen entre os Arisen,
vencedor de tantas batalhas!",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,4,,,,,,,,,
0,,"あなたの勇ましさ、風に歌に乗り
このシーベルの耳にも届いていますよ","Sua coragem ecoa nos ventos e canções,
chegando aos ouvidos de Siebel.",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,5,,,,,,,,,
0,,"さて、そんなあなたに
お伝えする事があります――","E agora tenho algo
a lhe contar...",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,6,,,,,,,,,
0,,"あなたの次なる冒険譚を紡ぐ場が
新たに用意されましたッ！","Foi preparado um novo palco
para tecer sua próxima aventura!",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,7,,,,,,,,,
0,,"己の限界に挑み続けるもよし、
他の覚者と競いあうもよし――","Poderá desafiar seus próprios limites
ou competir com outros Arisen...",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,8,,,,,,,,,
0,,"やがていつの日か
あなたの素晴らしい活躍が
人々に語り継がれる事でしょう――","E um dia, suas façanhas gloriosas
serão contadas por todo o povo...",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,9,,,,,,,,,
0,,"シーベルさんは
宿場区の酒場にいらっしゃいます
忘れないでくださいね！","Siebel está na taverna do distrito.
Não se esqueça disso!",ui\00_message\quest\q60200013.gmd,\quest\q60200013.arc,q60200013.arc,10,,,,,,,,,
0,,"さらなるジョブの成長が可能になったようだな
そろそろ新しい成長要素である――
《プレイポイント》について教えよう","Parece que agora é possível evoluir mais o job.
Está na hora de falar do novo recurso:
os Play Points.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,0,,,,,,,,,
0,,"今後は、経験値を
""ジョブレベルの成長""のために
使うのではなく、《プレイポイント》として
獲得するように切り替えることが可能になるぞ","De agora em diante, poderá trocar o uso
da EXP para ganhar Play Points
em vez de subir o nível do job.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,1,,,,,,,,,
0,,"そうだな――まずは《プレイポイント》の獲得から
""さらなるジョブの成長""までの流れを教えよう
一度試してみてくれ","Então, vamos ao fluxo:
ganhar Play Points e evoluir mais o job.
Experimente uma vez.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,2,,,,,,,,,
0,,"さて、さっそくだが
《戦技補佐》画面から《ジョブ》を選択して
経験値からプレイポイントを獲得する
モードに切り替えてみろ","Agora, abra Suporte de Técnicas,
selecione Job e troque para o modo
que converte EXP em Play Points.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,3,,,,,,,,,
0,,"さっそくだが――
《戦技補佐》画面から《ジョブ》を選択して
経験値からプレイポイントを獲得する
モードに切替を行ってみろ","Vá ao Suporte de Técnicas,
escolha Job e mude para o modo
que transforma EXP em Play Points.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,4,,,,,,,,,
0,,"プレイポイント獲得モードに切替できたようだな
――この切替えはいつでも可能だ
ジョブレベルが最大になって、経験値が取得
できなくなった時などに切り替えるといいだろう","Mudou para o modo de Play Points, ótimo.
Essa troca é livre. Útil quando o nível
do job já está no máximo.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,5,,,,,,,,,
0,,"では、次にプレイポイントを獲得してみるか
簡単に言うと、今まで通り――
つまり、敵を倒す事で獲得可能だ","Agora, vamos ganhá-los.
É simples: como antes,
derrote inimigos.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,6,,,,,,,,,
0,,"ただし、経験値とは勝手が違うところが
あるから注意も必要だ","Mas atenção: não funciona
exatamente como a EXP.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,7,,,,,,,,,
0,,"というのも、《プレイポイント》が手に入るのは
中型・大型の敵を倒した時だけだ
延々とゴブリンを相手にしつづけても
得るものは無いぞ","Só se ganha Play Points
derrotando inimigos médios ou grandes.
Matar goblins sem parar não dará nada.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,8,,,,,,,,,
0,,"それからもう一つ
敵のレベルが自分より低くなると、入手できる
プレイポイントが減ってしまう
自分と大体同じレベルの敵を相手にするんだな","E mais: se o inimigo for mais fraco,
os Play Points caem.
Enfrente inimigos do seu nível.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,9,,,,,,,,,
0,,"今回は、《プレイポイント》が
手に入りやすい場所を教えてやろう
実際に獲得してみて初めて
わかることもあるかもしれん","Vou indicar um bom lugar
para ganhar Play Points.
Só testando verá o valor real.",ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,10,,,,,,,,,
